ДОБИТЬСЯ	завоевывать женщина в результат усилие
ДОБИТЬСЯ	завладевать территория применять сила
ДОБИТЬСЯ	упорно и долго делать для достижение свой цель человек достигать
ДОБИТЬСЯ	прикладывать большой усилие для то чтобы человек делать или сделать нужный для который не мочь или не хотеть сделать человек суметь сделать так что становиться делать или сделать
ДОБИТЬСЯ	после многий или длительный попытка устанавливать контакт с человек человек суметь это сделать
ДОБИТЬСЯ	прикладывать большой усилие для то чтобы устанавливать физический близость с человек человек суметь это сделать
ДОБИТЬСЯ	лицо прилагать большой усилие чтобы сила овладевать территория принадлежать другой лицо
ДОБИТЬСЯ	лицо требовать чтобы он выдавать человек иметь цель сурово он наказывать
ДОБЛЕСТНЫЙ	такой который несмотря на риск для собственный жизнь бороться с противник
ДОБЛЕСТНЫЙ	такой в который проявляться что человек доблестный
ДОБРАТЬСЯ	прикладывать существенный усилие и затрачивать достаточно длительный время существо перемещаться из место в место на транспортный средство или способ
ДОБРАТЬСЯ	оказываться на трибуна
ДОБРАТЬСЯ	существо преодолевать много трудность на свой путь получать доступ к объект чтобы сделать с то что хотеть
ДОБРАТЬСЯ	получать возможность выступать
ДОБРАТЬСЯ	в течение длительный время и обычно с труд делать что-то поочередно с каждый из последовательность объект в определенный порядок и иметь цель сделать это со весь объект человек получать возможность сделать это с объект не первый в группа
ДОБРАТЬСЯ	напряженно думать или собирать информация о сложный объект или ситуация и постепенно понимать они все хороший человек в какой-то момент начинать хорошо понимать неочевидный свойство объект или ситуация
ДОБРО	хороший поступок который человек совершать потому что хотеть чтобы другой человек быть хорошо а также сам хороший отношение человек к другой человек проявляться в его поступок
ДОБРО	то хороший что быть в мир и в жизнь человек
ДОБРО	совокупность достаточно ценный имущество который человек постепенно приобретать в течение какой-то время
ДОБРО	разрешение лицо на совершение действие как бы выражать реплика со значение согласие добро
ДОБРО	что л предвещать неблагоприятный развитие ситуация
ДОБРО	просить апеллировать к добрый чувство не заставлять и не угрожать
ДОБРО	если у человек уже быть что-то хороший хорошо не пытаться это заменять на что-то другой
ДОБРО	в любой неблагоприятный ситуация быть положительный сторона
ДОБРОВОЛЕЦ	человек который сражаться в состав большой вооруженный группа по собственный желание не быть обязанный это делать
ДОБРОВОЛЕЦ	человек который заниматься полезный для общество деятельность по собственный желание и возможно не получать за это деньги
ДОБРОВОЛЬНЫЙ	такой в который человек участвовать без принуждение
ДОБРОВОЛЬНЫЙ	такой который выполнять какой-то работун по обязанность и не за вознаграждение
ДОБРОДЕТЕЛЬ	нравственный чистота человек рассматривать как его нематериальный достояние часто в рамка религиозный или традиционный мировоззрение
ДОБРОДЕТЕЛЬ	добродетель мыслимый как абстрактный идея или аллегорический существо
ДОБРОДЕТЕЛЬ	свойство человек который точка зрение система ценность или группа человек являться очень важный положительный качество
ДОБРОДУШНЫЙ	такой который не сердиться из-за мелочь не склонять обижать другой человек и обижаться на они что проявляться в манера его поведение часто в то что он улыбаться и шутить
ДОБРОДУШНЫЙ	такой какой бывать у добродушный человек
ДОБРОДУШНЫЙ	выражать отрицательный оценка но не предназначать для то чтобы сильно обижать
ДОБРОЖЕЛАТЕЛЬНЫЙ	такой человек который желать другой человек хороший замечать в другой человек в первый очередь хороший и который приятно видеть в другой человек хороший
ДОБРОЖЕЛАТЕЛЬНЫЙ	такой в который проявляться доброжелательный отношение к
ДОБРОКАЧЕСТВЕННЫЙ	такой качество который не низкий норма
ДОБРОКАЧЕСТВЕННЫЙ	не раковый
ДОБРОСОВЕСТНЫЙ	такой который всегда стараться выполнять свой работа правильно и тщательно
ДОБРОСОВЕСТНЫЙ	такой при выполнение который человек стараться весь сделать правильно и тщательно и поэтому соответствующий стандарт
ДОБРОСОВЕСТНЫЙ	такой который действовать в социальный роль руководствоваться не желание обманывать другой человек и за счет это получать какой-либо выгода или преимущество для себя а правило
ДОБРОСОВЕСТНЫЙ	такой который человек делать не потому что хотеть обманывать другой человек и за счет это получать какой-либо выгода или преимущество для себя
ДОБРЫЙ	хорошо относиться к человек
ДОБРЫЙ	выражать доброта
ДОБРЫЙ	свойственный добрый человек
ДОБРЫЙ	находиться в хороший отношение
ДОБРЫЙ	направлять на хороший цель
ДОБРЫЙ	содержать благоприятный информация
ДОБРЫЙ	соблюдать норма поведение
ДОБРЫЙ	отличный
ДОБРЫЙ	большой
ДОБРЫЙ	не мало
ДОБРЫЙ	такой который свойственный делать хороший существо даже в ущерб свой интерес не делать они плохой понимать и прощать они желать чтобы они быть хороший
ДОБРЫЙ	такой по который видно что человек добрый
ДОБРЫЙ	свойственный добрый человек
ДОБРЫЙ	такой который связывать с другой человек хороший отношение
ДОБРЫЙ	вызывать желание достигать что-то хороший
ДОБРЫЙ	содержать информация который говорить оценивать как хороший или являться такой информация
ДОБРЫЙ	придерживаться норма поведение для человек действовать в социальный роль принимать в данный общество или соответствовать такой норма
ДОБРЫЙ	хороший и соответствующий общепринятый представление о такой объект
ДОБРЫЙ	большой что в данный ситуация хорошо
ДОБРЫЙ	говорить оценивать количество или размер уверенный что они достаточно большой и не мало чем
ДОБРЫЙ	давно известный и проверять время
ДОБРЫЙ	говорить считать данный вариант развитие событие маловероятный но все же опасаться он
ДОБЫТЬ	извлекать из земной недра
ДОБЫТЬ	получать в процесс обработка
ДОБЫТЬ	прикладывать усилие получать
ДОБЫТЬ	добиваться
ДОБЫТЬ	поймать или убивать на охота
ДОБЫТЬ	лицо извлекать в место полезный ископаемое из находиться в земля сооружение или природный объект способ
ДОБЫТЬ	вынимать
ДОБЫТЬ	существо способ извлекать полезный для он субстанция содержаться в объект
ДОБЫТЬ	прикладывать большой усилие человек в результат свой действие приобретать объект необходимый он для жизнь или для дальнейший действие
ДОБЫТЬ	прикладывать большой усилие человек в трудный условие приобретать ценный нематериальный объект
ДОБЫТЬ	человек охотиться на животное с использование средство или приспособление поймать это животное
ДОБЫЧА	извлечение ценный природный ресурс
ДОБЫЧА	охота на ценный животное
ДОБЫЧА	получение нужный объект
ДОБЫЧА	получать ценный ресурс
ДОБЫЧА	незаконный получать ценный объект
ДОБЫЧА	животное на который охотиться
ДОБЫЧА	извлечение лицо или предприятие полезный ископаемое или другой ценный природный ресурс из источник в место
ДОБЫЧА	получение человек или лицо ценный животное птица или рыба путем охота или рыболовство в место
ДОБЫЧА	получение человек ценный нематериальный объект путем приложение большой усилие к этот
ДОБЫЧА	получать лицо в результат добыча или добыча ценный природный ресурс или животное
ДОБЫЧА	труднодоступный или ценный для лицо объект который получать или мочь быть получать в результат действие часто агрессивный или незаконный
ДОБЫЧА	существо на который охотиться или который убивать в результат охота существо
ДОВЕРЕННОСТЬ	документ выдавать лицо лицо для предъявление третий лицо и подтверждать право совершать действие от имя или совершать действие с принадлежать объект
ДОВЕРИЕ	такой хороший отношение человек к человек когда уверять что не обманывать он и не сделать он ничто плохой вследствие что не скрывать от важный информация
ДОВЕРИЕ	уверенность лицо что лицо с который как-то связанный честно и хорошо выполнять свой обязанность или осуществлять свой деятельность отчего готовый поддерживать деятельность или вступать с в деловой отношение
ДОВЕРИЕ	уверенность в истинность информация содержаться в
ДОВЕРИЕ	удовлетворенность продукт или продукт производить компания и предпочтение этот продукт другой
ДОВЕРИЕ	голосование или результат голосование уполномоченная группа лицо по вопрос о то считать ли облеченный власть лицо или правительство по-прежнему способный выполнять свой обязанность
ДОВЕРИЕ	служба который предоставлять возможность анонимный телефонный разговор с консультант в ход который абонент мочь предоставляться информация и психологический поддержка или же абонент мочь сообщать важный информация
ДОВЕРИЕ	доверять человек сообщать он какой-то важный информация или поручать он какой-то ответственный дело
ДОВЕРИЕ	переставать вызывать доверие
ДОВЕРИТЬ	считать человек способный хорошо сделать трудный и ответственный дело человек поручать или разрешать человек сделать
ДОВЕРЧИВЫЙ	такой который доверять или верить человек в тот число такой который нельзя доверять или верить и который поэтому легко обманывать
ДОВЕРЧИВЫЙ	такой который выражать доверие
ДОВЕРЯТЬ	испытывать доверие к человек
ДОВЕРЯТЬ	испытывать доверие к официальный лицо или организация
ДОВЕРЯТЬ	верить информация
ДОВЕРЯТЬ	поручать
ДОВЕРЯТЬ	сообщать
ДОВЕРЯТЬ	человек испытывать к человек доверие
ДОВЕРЯТЬ	не стараться избегать контакт с и использование
ДОВЕРЯТЬ	лицо испытывать к лицо доверие
ДОВЕРЯТЬ	человек считать что информация поступать из источник информация верный и она можно руководствоваться в свой действие
ДОВЕРЯТЬ	считать человек способный хорошо сделать трудный для он и ответственный дело человек поручать или разрешать человек сделать
ДОВЕРЯТЬ	считать что человек не быть передавать другой человек информация что наносить бы ущерб человек человек сообщать человек важный для он и неизвестный другой человек информация
ДОВЕСТИ	вести доставлять куда л
ДОВЕСТИ	приводить к какой-то место
ДОВЕСТИ	пролагать до какой л место
ДОВЕСТИ	преподавать до какой л этап обучение
ДОВЕСТИ	сообщать
ДОВЕСТИ	завершать начинать дело
ДОВЕСТИ	приводить объект в нужный состояние
ДОВЕСТИ	увеличивать количественный параметр что л
ДОВЕСТИ	склонять к плохой или приводить в плохой состояние
ДОВЕСТИ	разозлить
ДОВЕСТИ	утрировать
ДОВЕСТИ	вести человек человек сделать так что приходить к место куда он хотеть приходить или к место находиться близко от исходный точка на путь к место куда он хотеть приходить
ДОВЕСТИ	дорога располагать так что идти по она человек перемещаться в место часто такой куда он хотеть попадать
ДОВЕСТИ	строй длинный пространственный объект человек построить он до место
ДОВЕСТИ	сделать доступный для кто л
ДОВЕСТИ	вести занятие у группа учитель заканчивать определенный этап преподавание
ДОВЕСТИ	лицо сообщать лицо информация
ДОВЕСТИ	осуществлять деятельность человек достигать она естественный конец или желательный результат
ДОВЕСТИ	делать что-то с объект человек сделать так что приобретать нужный свойство или приходить в нужный физический состояние и становиться готовый к использование в соответствие со свой назначение
ДОВЕСТИ	дорабатывать
ДОВЕСТИ	постепенно изменять количественный параметр человек сделать так что приобретать нужный значение
ДОВЕСТИ	действие какой л человек или положение вещь становиться причина то что человек совершать крайне плохой поступок с он происходить крайне плохой событие или он оказываться в крайне плохой состояние
ДОВЕСТИ	делать очень неприятный для человек человек сделать так что человек приходить в крайне плохой и нервный состояние
ДОВЕСТИ	преувеличивать идея или свойство человек сделать так что они утрачивать свой первоначальный смысл и приобретать крайне плохой свойство
ДОВОД	рассуждение человек или упоминание они факт который по мнение должно убеждать другой человек в правильность или неправильность утверждение сделать сам или какой-то другой человек
ДОВОДИТЬСЯ	человек в свой жизнь или на она достаточно продолжительный отрезок делать воспринимать или испытывать что не зависеть или не полностью зависеть от и говорить считать ценный часть жизненный опыт
ДОВОДИТЬСЯ	человек являться родственник человек в сила то что таков родственный связь не зависеть от и
ДОВОЛЬНО	удовлетворенно
ДОВОЛЬНО	в большой степень
ДОВОЛЬНО	вдоволь
ДОВОЛЬНО	хватать
ДОВОЛЬНО	хватить
ДОВОЛЬНО	испытывать приятный чувство от выполнять желание
ДОВОЛЬНО	в такой степень который говорить считать немного много норма или ожидать
ДОВОЛЬНО	столько объект или ресурс что они должно хватить на весь потребность для цель
ДОВОЛЬНО	иметься не мало чем нужно чтобы иметь место ситуация
ДОВОЛЬНО	считать что ситуация продолжаться долго чем нужно или что объект много чем нужно человек хотеть чтобы заканчиваться
ДОВОЛЬНЫЙ	такой который в момент наблюдение испытывать приятный ощущение часто чувство успокоение вызывать то что его желание выполнять
ДОВОЛЬНЫЙ	такой который испытывать приятный чувство вызывать то что положительно оценивать ситуация который иметь к непосредственный отношение или же объект который иметь или использовать
ДОВОЛЬНЫЙ	такой по который можно понимать что человек довольный
ДОВОЛЬСТВОВАТЬСЯ	человек согласный иметь использовать или делать который сам или говорить считать недостаточный для не пытаться получать или сделать много
ДОГАДАТЬСЯ	человек по немногий неочевидный признак суметь понимать что иметь место ситуация
ДОГАДАТЬСЯ	человек считать что понимать что иметь место
ДОГАДАТЬСЯ	человек понимать что в данный ситуация надо сделать и сделать
ДОГАДКА	возникать на основание немногий неочевидный признак внезапно и не как результат логический рассуждение понимание человек думать о ситуация что иметь место ситуация
ДОГАДКА	иметь одновременно много разный объяснение или ответ и не знать какой из они правильный
ДОГАДЛИВЫЙ	легко и быстро понимать в условие недостаточный информация как обстоять дело или как надо поступать в данный ситуация
ДОГНАТЬ	объект перемещаться по один маршрут и в один направление с объект и находиться сзади от он через время или в момент становиться находиться в место в непосредственный близость от или входить в контакт с
ДОГНАТЬ	за время значение положительно оценивать параметр объект достигать более высокий значение параметр объект
ДОГОВОР	официальный решение лицо и о то что они на время брать на себя взаимный обязательство или в сфера обычно записывать в специальный документ или сам этот документ
ДОГОВОРИТЬСЯ	при обсуждение человек и их будущий действие или они аспект один из они предлагать или попросить сделать а другой соглашаться на это
ДОГОВОРИТЬСЯ	согласный сделать
ДОГОВОРИТЬСЯ	человек и человек обсуждать ситуация относительно который они иметь до это противоположный мнение достигать согласие
ДОГОВОРИТЬСЯ1	лицо и обсуждать свой будущий действие или их аспект решать что или оба вместе сделать
ДОГОВОРИТЬСЯ1	говорящий согласный сделать
ДОГОВОРИТЬСЯ1	о то где встречаться
ДОГОВОРИТЬСЯ1	о то чтобы встречаться
ДОГОВОРИТЬСЯ1	человек и человек обсуждать ситуация достигать согласие
ДОГОНЯТЬ	понимать
ДОДЕЛАТЬ	человек в какой-то момент сделать большой часть объект в более поздний момент сделать полностью
ДОДЕЛАТЬ	в результат воздействие фактор обсуждать положение дело который в большой степень быть достигать ранее и который не хватать элемент быть достигать полностью
ДОДУМАТЬСЯ	человек достаточно долго думать и у он возникать мысль
ДОДУМАТЬСЯ	человек понимать что в данный ситуация надо сделать и сделать говорить считать что это необходимо быть сделать рано
ДОДУМАТЬСЯ	человек по неочевидный признак суметь понимать что иметь место ситуация говорить считать что это можно быть сделать рано
ДОЕХАТЬ	перемещаться на наземный транспортный средство человек преодолевать расстояние от место до место за время
ДОЕХАТЬ	перед
ДОЕХАТЬ	перемещаться по земля транспортный средство преодолевать расстояние от место до место
ДОЖДЕВИК	верхний одежда с капюшон обычно до колено или немного короче сшивать из непромокаемый ткань который носить в дождливый погода
ДОЖДЕВИК1	верхний одежда с капюшон обычно до колено или длинный сшивать из непромокаемый ткань который носить чтобы не промокнуть под дождь
ДОЖДЕВИК2	небольшой шарообразный съедобный гриб белый цвет с упругий белый мякоть который при созревание становиться желтоватый или светло-коричневый терять съедобность и при надавливание выпускать коричневый частица похожий на дым
ДОЖДЬ	падение из облако капля или струя вода обычно происходить лето весна или осень или сам этот капля или струя
ДОЖДЬ	летний дождь во время который светить солнце считаться что во время такой дождь хорошо расти гриб
ДОЖДЬ	большой количество мелкий обычно очень легкое объект быстро перемещаться в воздух и падать вниз
ДОЖДЬ	украшение для новогодний елка в вид длинный блестящий нить обычно золотой или серебряный цвет обычно с такой же бахрома как бы струя дождь
ДОЖИДАТЬСЯ	ждать кто л
ДОЖИДАТЬСЯ	ждать наступление
ДОЖИДАТЬСЯ	с точка зрение говорящий ждать бессмысленно
ДОЖИДАТЬСЯ	подтверждаться ожидание плохой
ДОЖИДАТЬСЯ	находиться на место и быть готовый к использование
ДОЖИДАТЬСЯ	знать или считать что через какой-то время в место появляться человек с который человек хотеть или должный входить в контакт или транспортный средство нужный для реализация его цель человек находиться в в течение время с цель входить в контакт с этот человек или реализовать свой цель связывать с этот транспортный средство
ДОЖИДАТЬСЯ	не переставать ждать
ДОЖИДАТЬСЯ	человек долгий время ждать момент когда наступать явление или событие нужный для реализация его цель или приятный для он
ДОЖИДАТЬСЯ	говорящий выражать убеждение что с человек не происходить хороший о который думать или на который рассчитывать
ДОЖИДАТЬСЯ	говорящий констатировать что через какой-то время подтверждаться его ожидание что человек в результат свой неправильный поведение попадать в плохой для он ситуация или что с он происходить плохой событие
ДОЖИДАТЬСЯ	говорить выражать уверенность что если человек не изменять свой неправильный поведение через какой-то время он попадать в плохой для он ситуация или с он происходить плохой событие
ДОЖИДАТЬСЯ	предназначать для человек объект ранее находиться в другой место или не существовать в момент наблюдение находиться в тот же место где находиться или быть находиться и готовый для использование этот человек
ДОЖИДАТЬСЯ	что л желательный не мочь происходить ни при какой обстоятельство
ДОЗА	определенный количество лекарство предназначать для однократный прием или прием за определенный отрезок время внутрь или с помощь инъекция а также определенный количество вещество необходимый для какой-либо технологический процесс
ДОЗА	определенный количество наркотик предназначать для однократный прием и оказывать запланировать воздействие на человек
ДОЗА	определенный количество энергия воздействовать на живой объект
ДОЗА	определенный степень проявление свойство состояние или отношение
ДОЗА	очень большой доза как бы такой который мочь воздействовать даже на лошадь
ДОИСТОРИЧЕСКИЙ	относиться ко время от который не оставаться создавать человек свидетельство
ДОИСТОРИЧЕСКИЙ	иметь предмет изучение время от который не оставаться создавать человек свидетельство
ДОИСТОРИЧЕСКИЙ	очень старый
ДОИТЬ	сильно сжимать палец сосок корова или коза или другой подобный животный и оттягивать они вниз делать так чтобы из они течь молоко
ДОИТЬ	человек в течение длительный промежуток время вынуждать человек или лицо регулярно давать он деньги
ДОЙТИ	идти оказываться рядом с что л
ДОЙТИ	перемещаться оказываться рядом с что л
ДОЙТИ	обращаться к более важный лицо
ДОЙТИ	поступать на рассмотрение куда л
ДОЙТИ	в конец конец понимать
ДОЙТИ	в конец конец быть понимать
ДОЙТИ	достигать адресат
ДОЙТИ	после долгий время оказываться в чей л распоряжение
ДОЙТИ	распространяться в воздух достигать кто что л
ДОЙТИ	распространяться в общество становиться известный кто л
ДОЙТИ	достигать большой величина
ДОЙТИ	достигать какой-то уровень на поверхность другой предмет
ДОЙТИ	пролегать на местность граничить с что л
ДОЙТИ	развиваться приводить к новый ситуация часто плохой
ДОЙТИ	в процесс изменение достигать новый состояние
ДОЙТИ	становиться готовый для использование
ДОЙТИ	находиться в состояние близкий к смерть
ДОЙТИ	идти от объект существо оказываться рядом с объект или на немой
ДОЙТИ	перед
ДОЙТИ	перемещаться от объект транспортный средство оказываться рядом с объект или на немой
ДОЙТИ	человек обращаться с официальный заявление к лицо способный принимать нужный он решение по повод возникать в его жизнь сложный ситуация с который сам не мочь справляться и который не быть разрешать после его предшествовать обращение к лицо занимать менее высокий положение в служебный иерархия чем
ДОЙТИ	информация о сложный ситуация поступать на рассмотрение лицо способный она разрешать после то как она быть рассматривать но не быть разрешать лицо занимать менее высокий положение в служебный иерархия чем
ДОЙТИ	человек через какой-то время и в результат большой умственный усилие понимать или то что верный
ДОЙТИ	понимать или нет
ДОЙТИ	человек через какой-то время и с некоторый труд понимать смысл или то что истина являться
ДОЙТИ	объект или информация отправлять человек или передавать кто-то для он быть получать этот человек
ДОЙТИ	объект существовать в давний эпоха сохраняться до гораздо более поздний время
ДОЙТИ	распространяться в пространство от источник свет звук или летучий субстанция спустя время оказываться в место или пространство или быть воспринимать человек
ДОЙТИ	постепенно распространяться среди человек информация становиться известный человек или человек
ДОЙТИ	значение параметр изменяться на протяжение какой-то время обычно в сторона увеличение и в период или момент становиться равный величина
ДОЙТИ	размер объект по вертикаль таков что он достигать уровень на поверхность другой объект с который соприкасаться или к который примыкать
ДОЙТИ	пространственный объект пролегать на местность в направление к объект граничить с объект
ДОЙТИ	ситуация в процесс свой развитие достигать стадия когда случаться событие или возникать ситуация
ДОЙТИ	поведение состояние или свойство человек в течение какой-то время изменяться и в какой-то момент достигать состояние обычно плохой
ДОЙТИ	приобретать в условие нужный свойство продукт или субстанция становиться готовый для использование
ДОЙТИ	человек из-за крайний истощение вызывать фактор находиться в состояние близкий к смерть
ДОКАЗАТЕЛЬСТВО	сообщение человек последовательность такой утверждение что из истинность каждый предшествовать следовать истинность последующий так что в результат становиться очевидный истинность или сам последовательность такой утверждение
ДОКАЗАТЕЛЬСТВО	факт или утверждение человек сообщать человек из который следовать что иметь место или истинно
ДОКАЗАТЕЛЬСТВО	еще один к достаточный количество
ДОКАЗАТЕЛЬСТВО	такой утверждение о факт из который в соответствие с закон следовать что иметь место или сам факт
ДОКАЗАТЬ	человек сообщать такой факт или истинный утверждение из который следовать что истинно или что иметь место
ДОКАЗАТЬ	лицо сообщать лицо такой факт или суждение что понимать или начинать считать что истинно
ДОКАЗАТЬ	лицо собщать лицо такой факт или суждение чтобы понимать или начинать считать что истинно
ДОКАЗАТЬ	человек показывать свой поведение лицо что у быть свойство или чувство
ДОКАЗАТЬ	ситуация или свойство являться факт подтверждать то что иметь место
ДОКАЗАТЬ	доказательство теорема заканчивать
ДОКАЗАТЬ	быть сказать или происходить нечто что позволять говорить утверждать что он быть правый
ДОКЛАД	подробный устный сообщение человек на научный тема перед аудитория на мероприятие или текст этот сообщение
ДОКЛАД	устный отчет официальный лицо на мероприятие перед аудитория о положение дело или достигнутый результат в тот сфера жизнь за который нести ответственность лицо или текст этот отчет
ДОКЛАД	устный сообщение человек лицо иметь более высокий статус об актуальный в момент речь событие о который обязанный знать а обязанный сообщать он или текст этот сообщение
ДОКЛАД	устный сообщение человек который делать по обязанность человек с более высокий статус о приход к посетитель
ДОКЛАДЫВАТЬ	человек сообщать лицо иметь более высокий статус об актуальный в момент речь событие о который обязанный знать а обязанный сообщать он
ДОКЛАДЫВАТЬ	доверительно сказать
ДОКЛАДЫВАТЬ	лицо сообщать о результат свой научный работа аудитория на мероприятие
ДОКТОР	человек иметь высокий медицинский образование и лечащий человек говорящий демонстрировать уважительный отношение к этот человек
ДОКТОР	жена доктор
ДОКТОР	высокий ученый степень в научный область присуждать обычно на основание защита диссертация или лицо иметь этот степень
ДОКУМЕНТ	свидетельство о чем л
ДОКУМЕНТ	удостоверение личность
