ГОВОРИТЬ	Человек А1, создав информационный объект А3 или сделав А3, сделал возможным для людей воспринять важный или неявный смысл А2, содержащийся в А3
ГОВОРИТЬ	Объект или ситуация А1 обладают такими свойствами, которые позволяют человеку А3 извлечь из них важную или неявную информацию А2
ГОВОРИТЬ	чего-л. нет или оно очень плохое
ГОВОРИТЬ	говорить так, что нельзя не понять
ГОВОРИТЬ	говорить красиво нечто, что не соответствует действительности
ГОВОРИТЬ	а уж тем более
ГОВОРИТЬ	не нуждается в словесных подтверждениях
ГОВОРИТЬ	в сущности
ГОВОРИТЬ	бесспорно
ГОВОРИТЬ	несмотря ни на что
ГОД	отрезок времени, за который Земля делает оборот вокруг Солнца
ГОД	год, отсчитываемый от условного начала
ГОД	инопланетный год
ГОД	год, в какой-то момент которого произошло событие А1
ГОД	год, в течение которого имела место определенная ситуация
ГОД	год 1.2, посвященный кому-л. или чему-л.
ГОД	единица измерения возраста, равная одному году
ГОД	возраст
ГОД	Отрезок времени, за который Земля делает один оборот вокруг Солнца
ГОД	в течение очень долгого времени
ГОД	Год 1.1, отсчитываемый от условного начала или от какого-либо определенного дня
ГОД	годы, входящие во второе третье, четвертое,...> десятилетие какого-то века
ГОД	Отрезок времени, за который планета А1 делает один полный оборот вокруг своей звезды
ГОД	Год, в какой-то момент которого произошло событие А1
ГОД	Год 1.2, в течение которого имеет место ситуация А1
ГОД	Год 1.2, в течение которого проходит много мероприятий, посвященных важному для общества объекту или явлению А1
ГОД	Единица измерения возраста, равная одному году 1.1
ГОД	Возраст человека А1
ГОД	Группа людей одного возраста
ГОД	год 1.2, содержащий 366 дней
ГОД	период учебы от конца одних и д? о начала следующих летних каникул
ГОД	регулярно в течение всего года
ГОД	праздник, отмечаемый в ночь с 31 декабря на 1 января
ГОД	год по системе летоисчисления, введенной императором Юлием Цезарем в I веке до нашей эры
ГОД	год по системе летоисчисления, введенной римским папой Григорием ХIII в XVI веке
ГОД	отрезок времени, за который небесное тело совершает вокруг главного небесного тела полный оборот относительно звезд
ГОД	за отрезок времени, равный нескольким или многим годам, или по мере увеличения возраста
ГОД	пожилой
ГОД	не в соответствии с реальным возрастом
ГОД	совсем недавно
ГОД	постепенно в течение нескольких лет
ГОД	постоянно в течение нескольких лет
ГОД	нельзя рассчитывать на то, что обещания будут выполнены в срок
ГОДИТЬСЯ	Человек или объект А1 обладает такими свойствами, которые делают возможным использование А1 для цели А2 человеком А3
ГОДИТЬСЯ	По мнению говорящего, объект А1 имеет нужное свойство и поэтому может быть использован в данной ситуации по назначению
ГОДИТЬСЯ	Нельзя допускать, чтобы существовала ситуация А1
ГОДИТЬСЯ	Я согласен сделать предложенное
ГОДИТЬСЯ	быть такого возраста, какой мог бы иметь отец указанного лица
ГОДИТЬСЯ	быть очень плохим
ГОДИТЬСЯ	выражает возмущение или недовольство говорящего
ГОДИЧНЫЙ	Продолжающийся один год
ГОДИЧНЫЙ	Такой, который происходит один раз в год 1.2, часто в один и тот же день или месяц года 1.2
ГОДНЫЙ	Такой, свойства или состояние которого позволяют использовать его для цели А2
ГОДОВАЛЫЙ	В возрасте одного года
ГОДОВОЙ	Продолжающийся один год или равный одному году
ГОДОВОЙ	Рассчитанный на один год
ГОДОВОЙ	Такой, который происходит один раз в год 1.2, часто в один и тот же день или месяц года 1.2
ГОДОВЩИНА	День А1 в календаре, когда А3 лет тому назад произошло важное для кого-то событие А2, о котором вспоминают после этого в день А1 
ГОЛ	Попадание мяча или шайбы в ворота противника в спортивной игре, которое засчитывается как очко
ГОЛЕНЬ	Часть ноги существа А1 от колена до стопы
ГОЛЕНЬ	Часть ноги снизу до сустава животного или птицы А1, отделенная от ноги и предназначенная в пищу
ГОЛЛАНДСКИЙ	Относящийся к Голландии
ГОЛЛАНДСКИЙ	Впервые возникший в Голландии или сделанный в Голландии или так, как в Голландии
ГОЛЛАНДСКИЙ	Голландский язык
ГОЛЛАНДЦЫ	Народ, составляющий основное население Голландии, или люди, связанные с этим народом общностью происхождения
ГОЛЛАНДЦЫ	Группа граждан Голландии, представляющих свое правительство или страну и объединяемых на основе совпадения их профессиональной деятельности
ГОЛЛАНДЦЫ	Человек, являющийся гражданином Голландии или считающий себя принадлежащим народу этой страны
ГОЛЛАНДЦЫ	призрачный корабль, по средневековой легенде обреченный никогда не приставать к берегу; среди моряков было распространено поверье, что встреча с ним предвещает гибель в море
ГОЛЛАНДЦЫ	художественная школа голландской живописи XVII в., в которую условно объединяются мастера пейзажной и бытовой жанровой картины небольшого размера
ГОЛО	Будучи без обычного внешнего покрытия
ГОЛОВА	прийти в ужас
ГОЛОВА	верхняя часть тела, где находятся органы восприятия
ГОЛОВА	волосы на голове человека
ГОЛОВА	голова как субъект состояний
ГОЛОВА	голова как субъект интеллектуальной деятельности человека
ГОЛОВА	умный человек
ГОЛОВА	человек как носитель свойства
ГОЛОВА	выборное должностное лицо в дореволюционной России
ГОЛОВА	единица счета животных
ГОЛОВА	передняя часть вытянутого движущегося объекта
ГОЛОВА	пищевой продукт в виде конуса или шара
ГОЛОВА	Верхняя округлая часть тела человека А1, в которой находится мозг, органы зрения, вкуса, обоняния, слуха и рот, соединенная шеей с остальной частью тела,
ГОЛОВА	Волосы на голове человека А1, характеризуемые в аспекте А2
ГОЛОВА	Голова как физический орган, который находится в определенном физиологическом состоянии
ГОЛОВА	Голова как орган, осуществляющий интеллектуальную деятельность человека
ГОЛОВА	хорошо соображает
ГОЛОВА	сошел с ума
ГОЛОВА	плохо соображает
ГОЛОВА	Умный человек
ГОЛОВА	Человек как носитель свойства А1
ГОЛОВА	Выборное должностное лицо в дореволюционной России, главное для какого-то социума
ГОЛОВА	Единица счета животных А1
ГОЛОВА	Передняя часть вытянутого перемещающегося объекта А1, состоящего из нескольких или многих частей
ГОЛОВА	Пищевой продукт А1 в виде конуса или шара
ГОЛОВА	человек, быстро и хорошо понимающий трудные вещи
ГОЛОВА	человек с плохой памятью
ГОЛОВА	рассеянный, невнимательный человек
ГОЛОВА	с той стороны, куда ложатся головой
ГОЛОВА	с каждого человека
ГОЛОВА	так, что для кого-л. возникают трудности или неудобства
ГОЛОВА	будучи в спокойном состоянии
ГОЛОВА	минуя промежуточную инстанцию
ГОЛОВА	перекладывать вину на невинного
ГОЛОВА	не надо падать духом
ГОЛОВА	иметь намного больше хороших или нужных свойств
ГОЛОВА	напряженно искать ответ на трудный вопрос
ГОЛОВА	очень быстро, ничего не замечая вокруг
ГОЛОВА	из-за сильных переживаний потерять способность трезво рассуждать
ГОЛОВА	лишить способности трезво рассуждать
ГОЛОВА	намеренно вводить кого-л. в заблуждение
ГОЛОВА	приставать к кому-л. с чем-то несущественным
ГОЛОВА	быть убитым
ГОЛОВА	нести полную ответственность за выполнение чего-л.
ГОЛОВА	сделать полностью явным положение дел, которое кто-л. хотел скрыть
ГОЛОВА	оказаться забытым
ГОЛОВА	сознательно перестать думать о чем-то или что-то
ГОЛОВА	погибнуть за общественно важное дело
ГОЛОВА	прийти в ужас
ГОЛОВА	увлеченно и сосредоточенно заняться каким-л. делом или деятельностью
ГОЛОВА	скорбеть
ГОЛОВА	раскаиваться
ГОЛОВА	поручиться за истинность чего-л
ГОЛОВА	добиваться чего-л., пытаясь преодолеть заведомо непреодолимые препятствия
ГОЛОВА	За допущенные в работе ошибки высокопоставленные лица будут лишены своих должностей или понесут еще более суровое наказание
ГОЛОВА	Информации так много, что человек не в состоянии ее воспринимать
ГОЛОВА	Кто-л. теряет способность трезво и здраво рассуждать
ГОЛОВА	Человеку приходится думать о таком количестве вещей, что он ни на чем не может сосредоточиться
ГОЛОВА	Кого-л. заботит, беспокоит что-л
ГОЛОВА	Не обращай внимания
ГОЛОВНОЙ	Имеющий отношение к голове как части тела
ГОЛОВНОЙ	Имеющий отношение к голове как к физическому органу, который находится в определенном физиологическом состоянии
ГОЛОВНОЙ	Такой, в котором роль рассудка больше, чем роль эмоций, и который поэтому имеет меньшую ценность для говорящего
ГОЛОВНОЙ	Главный
ГОЛОВНОЙ	самое главное
ГОЛОВНОЙ	Первый в передней части вытянутого перемещающегося объекта А1, обычно состоящего из отдельных объектов
ГОЛОВНОЙ	находящийся в передней части перемещающегося объекта
ГОЛОВНОЙ	очень трудная проблема, которую необходимо решить
ГОЛОД	Желание есть, сопровождаемое специфическим острым физическим ощущением, возникающее у человека или живого существа А1, потому что ему необходимо удовлетворить потребность в пище, или сама эта потребность, которую необходимо удовлетворить
ГОЛОД	Длительное время не удовлетворяемая потребность живого организма А1 в веществе А2, являющаяся причиной ненормального функционирования А1
ГОЛОД	Социальное бедствие, состоящее в отсутствии или сильном недостатке продуктов питания, вследствие чего большое количество людей в течение длительного времени не удовлетворяют потребности в пище, из-за чего болеют или умирают
ГОЛОД	Социальное явление, состоящее в отстутствии или большом недостатке объектов А2, без которых люди А1 не могут нормально жить
ГОЛОДАТЬ	Из-за катастрофической нехватки продуктов питания, являющейся результатом обстоятельства А2, люди или существа А1 систематически не удовлетворяют свою потребность в еде и поэтому находятся в очень плохом физическом состоянии
ГОЛОДАТЬ	А1 не ест или ест меньше, чем хочет, в течение времени А3 с целью А2
ГОЛОДАТЬ	Отказываться от еды в знак протеста против чего-л.
ГОЛОДАТЬ	недоедать и быть лишенным основных бытовых удобств
ГОЛОДНЫЙ	такой, который хочет есть
ГОЛОДНЫЙ	выражающий чувство голода
ГОЛОДНЫЙ	не имеющий пищи
ГОЛОДНЫЙ	скудный
ГОЛОДНЫЙ	характеризующийся массовым голодом
ГОЛОДНЫЙ	вызванный голодом
ГОЛОДНЫЙ	Такой, который испытывает сильное желание есть
ГОЛОДНЫЙ	Выражающий то, что существо А1 испытывает голод
ГОЛОДНЫЙ	Такой, который в течение длительного времени не имел еды в количестве, необходимом для нормального физического состояния
ГОЛОДНЫЙ	Такой, которого слишком мало, чтобы человек мог удовлетворить потребность в еде
ГОЛОДНЫЙ	Характеризующийся голодом 2.1
ГОЛОДНЫЙ	Вызванный голодом 1.1 или 2.1
ГОЛОДНЫЙ	натощак или будучи голодным
ГОЛОЛЁД	Слой льда, образующийся на поверхностях, предназначенных для езды или ходьбы в результате замерзания на них влаги, так что становится трудно или опасно перемещаться по ним
ГОЛОЛЁД	Погода, при которой осадки замерзают на поверхности различных объектов, образуя плотный слой льда, или сами такие осадки
ГОЛОС	свойственное данному человеку звучание речи
ГОЛОС	звучащая речь человека, не известного и не видного воспринимающему
ГОЛОС	звучащая речь невидимого сверхъестественного существа
ГОЛОС	побуждение, как бы исходящее от невидимого органа внутри человека
ГОЛОС	публично высказываемое мнение
ГОЛОС	орган в глубине горла человека, с помощью которого человек производит звуки
ГОЛОС	орган в глубине горла человека, с помощью которого человек производит музыкальные звуки 
ГОЛОС	профессиональный певец
ГОЛОС	партия в вокальном произведении
ГОЛОС	установленный знак в процедуре голосования
ГОЛОС	право голосовать
ГОЛОС	Звучание речи, которое свойственно человеку А1 или которое А1 имеет в описываемый момент, которое создается особым органом, находящимся в глубине горла человека А1, и высота и тембр которого могут изменяться в определенных пределах в зависимости от желания А1 или от его эмоционального или физического состояния
ГОЛОС	очень громко
ГОЛОС	хором
ГОЛОС	Звучащая речь человека А1, воспринимаемая наблюдателем, который не видит того, кто говорит; или сам этот говорящий человек
ГОЛОС	Звучащая речь невидимого сверхъестественного существа, побуждающего человека сделать что-то, которую он слышит, или само это сверхъестественное существо
ГОЛОС	Побуждение, чтобы данный человек сделал нечто, как бы исходящее от невидимого органа А1, находящегося внутри данного человека
ГОЛОС	Публично высказываемое мнение человека А1 относительно обсуждаемой обществом ситуации
ГОЛОС	Способность человека А1 производить звуки обычной громкости, высоты и тембра, или тот орган, находящийся в глубине горла, с помощью которого человек А1 это делает
ГОЛОС	Способность человека А1 петь, производя музыкальные звуки, или тот орган, находящийся где-то в глубине горла, с помощью которого человек А1 это делает
ГОЛОС	Профессиональный певец или певица
ГОЛОС	Партия в вокальном произведении, характеризующаяся признаком А1, или исполняющий эту партию певец
ГОЛОС	Высказывание человека А1 или установленный знак, подаваемый человеком А1 в пользу или против обсуждаемого решения А2 при голосовании
ГОЛОС	Право голосовать
ГОЛОС	решающее мнение
ГОЛОС	откликнуться или, заговорив, обнаружить свое присутствие
ГОЛОС	высказать свое мнение, так чтобы оно было услышано обществом
ГОЛОС	единодушно
ГОЛОС	не имея своего мнения, повторять чужое
ГОЛОС	плакать не сдерживаясь, так что слышны звуки, производимые голосом
ГОЛОСЛОВНЫЙ	Делающий утверждения без опоры на факты или доказательства
ГОЛОСЛОВНЫЙ	Не подтвержденный фактами и доказательствами
ГОЛОСОВАТЬ	Участвуя в специальной процедуре принятия решения по общественно важному вопросу А2, лицо А1 выбирает из предложенных вариантов решения вариант А3
ГОЛОСОВАТЬ	Человек А1, поднимая или вытягивая руку, просит водителя проезжающей мимо машины остановиться и подвезти его
ГОЛУБИКА	Съедобная ягода диаметром с ноготь мизинца, немного вытянутой формы, от голубого до темно-синего цвета, с сизым налетом, с очень мелкими косточками, водянистая, кисловато-сладковатая
ГОЛУБИКА	Мелкий кустарник в лесу или в горах средней полосы, на котором растет ягода голубика
ГОЛУБОЙ	Имеющий цвет неба в ясную погоду
ГОЛУБОЙ	Голубой цвет
ГОЛУБОЙ	Мужчина-гомосексуалист
ГОЛУБОЙ	Имеющий отношение к гомосексуализму
ГОЛУБОЙ1	Цвета неба в ясную погоду
ГОЛУБОЙ1	Голубой цвет
ГОЛУБОЙ2	Мужчина-гомосексуалист
ГОЛУБОЙ2	Имеющий отношение к гомосексуализму
ГОЛУБЬ	Некрупная птица, от почти белого до фиолетово-черного, часто сизого, цвета, с широкими, заостренными крыльями и закругленным хвостом, питающаяся на земле растительной пищей и часто живущая в городах по соседству с людьми
ГОЛЫЙ	без одежды
ГОЛЫЙ	без обычного покрытия
ГОЛЫЙ	не имеющий на себе никаких предметов
ГОЛЫЙ	без примеси
ГОЛЫЙ	не содержащий ничего дополнительного
ГОЛЫЙ	ничего не имеющий
ГОЛЫЙ	Такой, который не имеет на себе одежды
ГОЛЫЙ	Такой, который не имеет на себе обычного внешнего покрытия
ГОЛЫЙ	такой, который не имеет на себе обычного покрытия, выполняющего защитные функции
ГОЛЫЙ	Не имеющий в себе или на себе никаких предметов из числа тех, которые естественно ожидать в данном объекте или на нем в соответствии с его предназначением
ГОЛЫЙ	Такой, который не содержит примесей
ГОЛЫЙ	содержащий соль в количестве, значительно превышающем норму
ГОЛЫЙ	Не содержащий в себе ничего, кроме А1
ГОЛЫЙ	Такой, который ничего не имеет или имеет мало
ГОЛЫЙ	очень бедный
ГОНЕНИЕ	Систематические действия лица А1, представляющего государственную или церковную власть имеющие целью лишить людей А2 возможности нормально заниматься деятельностью А3 или даже жизни из-за того, что лицо А1 недовольно этой деятельностью
ГОНЕНИЯ	Систематические действия лица А1, представляющего государственную или церковную власть имеющие целью лишить людей А2 возможности нормально заниматься деятельностью А3 или даже жизни из-за того, что лицо А1 недовольно этой деятельностью
ГОНКА	быстрое перемещение
ГОНКА	спешка
ГОНКА	погоня
ГОНКА	стремление добиться
ГОНКА	спортивное соревнование
ГОНКА	соперничество
ГОНКА	Очень быстрое перемещение
ГОНКА	Деятельность, осуществляемая в ненормально быстром темпе, без необходимых перерывов
ГОНКА	Быстрое перемещение существа А1 за А2 с целью догнать или поймать его
ГОНКА	Постоянная интенсивная деятельность лица А1 с целью получить ценный объект А2
ГОНКА	Одновременное быстрое перемещение спортсменов А1 на транспортных средствах или приспособлениях А2 с целью оказаться первым в конце дистанции А3 или лучшим по показателям А3 и получить награду А4
ГОНКА	Интенсивная деятельность лица А1, направленная на то, чтобы достичь результата А2 в области А3 раньше других или достичь лучшего, чем у других, результата А2
ГОНОРАР	Сумма денег А2, которую получает человек А1 от лица А3 за сделанную работу А4 в соответствии с договором между ними
ГОНЯТЬ	заставлять перемещаться домашнее животное в разных направлениях
ГОНЯТЬ	заставлять перемещаться домашнее животное туда и обратно
ГОНЯТЬ	посылать кого-л. куда-то по делу
ГОНЯТЬ	быстро переместиться куда-то и вернуться
ГОНЯТЬ	посылать транспорт в другое место для использования там
ГОНЯТЬ	очень быстро ездить на чем-л.
ГОНЯТЬ	бегать, играя
ГОНЯТЬ	преследовать с охотничьей целью
ГОНЯТЬ	прогонять
ГОНЯТЬ	ударом перемещать небольшой предмет
ГОНЯТЬ	быть причиной перемещения какого-л. объекта в пространстве
ГОНЯТЬ	часто или подолгу запускать какой-л. механизм
ГОНЯТЬ	часто или подолгу прокручивать какую-л. запись
ГОНЯТЬ	Человек А1 заставляет домашнее животное А2 быстро перемещаться в пространстве А3, неоднократно меняя направление А4 перемещения
ГОНЯТЬ	заставлять голубей взлетать, делая круги в воздухе
ГОНЯТЬ	Человек А1 заставляет домашнее животное А2 перемещаться из места А3 в место А4 с возвращением в А3 с целью А5, одновременно перемещаясь рядом с ним
ГОНЯТЬ	Лицо А1, имеющее более высокий статус, чем человек А2, заставляет А2 переместиться в место А3, чтобы А2 совершил там нужное для А1 действие А4 и вернулся
ГОНЯТЬ	Человек А1 делает так, что транспортное средство А2 перемещается из места А3 в место А4 с целью А5, обычно с возвращением А3
ГОНЯТЬ	Человек А1, управляя транспортным средством А2, очень быстро перемещается на нем в пространстве А3, неоднократно меняя направление перемещения
ГОНЯТЬ	А1 много и долго бегает, играя в игру А2
ГОНЯТЬ	А1 быстро перемещается в место или учреждение А2 с целью А3 и возвращается обратно
ГОНЯТЬ	Существо А1, преследуя птицу или зверя А2, быстро перемещается за А2 в пространстве А3, неоднократно меняя направление перемещения так, как это делает А2
ГОНЯТЬ	Человек или люди А1, не желая, чтобы существо А2 находилось в месте А3, каждый раз, когда А2 находится в А3, энергично воздействует на него с целью добиться того, чтобы он покинул А3
ГОНЯТЬ	Существо А1 ударом конечностей или инструмента А3 перемещает по поверхности А4 в разных направлениях небольшой предмет А2
ГОНЯТЬ	Фактор или механизм А1 воздействует непосредственно на объект А2 так, что он перемещается в разных направлениях в пространстве А3
ГОНЯТЬ	Делать так, что механизм А2 или его часть А2 функционирует, обычно двигаясь, часто или подолгу
ГОНЯТЬ	Человек А1 часто или подолгу воспроизводит на аппарате А3 звуки и изображения А2, записанные на специальном устройстве
ГОНЯТЬ	бездельничать
ГОНЯТЬСЯ	догонять
ГОНЯТЬСЯ	не упускать возможностей для знакомства
ГОНЯТЬСЯ	искать, чтобы приобрести
ГОНЯТЬСЯ	добиваться создания желательной ситуации
ГОНЯТЬСЯ	соревноваться
ГОНЯТЬСЯ	Существо А1 быстро перемещается в пространстве А3 вслед за существом А2, чтобы поймать А2, и А2, чтобы избежать этого, перемещается в этом пространстве из одного места в другое
ГОНЯТЬСЯ	Человек А1, стараясь не упустить возможности для установления контакта с человеком А2 или людьми класса А2 для достижения цели А3, прилагает усилия, чтобы сделать это
ГОНЯТЬСЯ	Желая иметь предмет А2, человек А1 старается не упустить возможности найти и приобрести А2
ГОНЯТЬСЯ	Человек А1 старается не упустить ни одной возможности для создания ситуации А2, которую он считает очень ценной для себя; говорящий считает неправильным прилагать такие усилия для достижения А2
ГОНЯТЬСЯ	Человек А1 соревнуется с человеком А2 на спортивных средствах А3 по скорости перемещения
ГОНЯТЬСЯ	Природное возвышение на земле, обычно суживающееся кверху и намного большее по высоте, чем уровень окружающей местности
ГОНЯТЬСЯ	Совокупность гор, расположенных рядом друг с другом и образующих единую природную систему
ГОНЯТЬСЯ	Возвышение из большого количества хаотически лежащих предметов или вещества А1, обычно суживающееся кверху
ГОНЯТЬСЯ	В большом количестве в форме высокой кучи
ГОНЯТЬСЯ	интенсивно, в высокой степени
ГОНЯТЬСЯ	человек с очень развитой мускулатурой
ГОНЯТЬСЯ	наверх
ГОНЯТЬСЯ	вниз
ГОНЯТЬСЯ	употребляется при нежелании отвечать на вопрос «Куда?»
ГОНЯТЬСЯ	в недалеком будущем
ГОНЯТЬСЯ	очень далеко
ГОНЯТЬСЯ	улучшаться
ГОНЯТЬСЯ	занимать все более высокое положение
ГОНЯТЬСЯ	ухудшается
ГОНЯТЬСЯ	сделать очень много очень трудных дел
ГОНЯТЬСЯ	обещать или предсказывать необоснованно много
ГОНЯТЬСЯ	решительно защищать что-л. или кого-л.
ГОНЯТЬСЯ	Человек испытал облегчение
ГОНЯТЬСЯ	если А1 не является к А2, чтобы сделать что-то важное для А2, то А2, нарушая обычный порядок вещей, сам делает это, для чего отправляется к А1
ГОНЯТЬСЯ	Результат оказался значительно меньше затраченных усилий и ожиданий
ГОРА	Природное возвышение на земле, обычно суживающееся кверху и намного большее по высоте, чем уровень окружающей местности
ГОРА	Совокупность гор, расположенных рядом друг с другом и образующих единую природную систему
ГОРА	Возвышение из большого количества хаотически лежащих предметов или вещества А1, обычно суживающееся кверху
ГОРА	В большом количестве в форме высокой кучи
ГОРА	интенсивно, в высокой степени
ГОРА	человек с очень развитой мускулатурой
ГОРА	наверх
ГОРА	вниз
ГОРА	употребляется при нежелании отвечать на вопрос «Куда?»
ГОРА	в недалеком будущем
ГОРА	очень далеко
ГОРА	улучшаться
ГОРА	занимать все более высокое положение
ГОРА	ухудшается
ГОРА	сделать очень много очень трудных дел
ГОРА	обещать или предсказывать необоснованно много
ГОРА	решительно защищать что-л. или кого-л.
ГОРА	Человек испытал облегчение
ГОРА	если А1 не является к А2, чтобы сделать что-то важное для А2, то А2, нарушая обычный порядок вещей, сам делает это, для чего отправляется к А1
ГОРА	Результат оказался значительно меньше затраченных усилий и ожиданий
ГОРАЗДО	В существенно большей степени, чем что-то другое или чем кто-то думает
ГОРБ	Аномальная выпуклость на спине или на груди человека А1, образующаяся вследствие некоторых болезней позвоночника
ГОРБ	Спина человека А1 как та часть тела, на которой таскают тяжести
ГОРБ	очень тяжело работать
ГОРБ	тяжелым трудом
ГОРБ	знать что-л. по собственному тяжелому опыту
ГОРБ	тяжело работать
ГОРБ	тяжело работать
ГОРБ	Одна из двух достаточно больших выпуклостей, расположенных вдоль хребта на спине верблюда А1, или единственная такая выпуклость на спине верблюда или другого животного А1
ГОРБ	Большая выпуклость на поверхности объекта А2 или объект выпуклой формы на ровной поверхности
ГОРБАТЫЙ	Имеющий горб
ГОРБАТЫЙ	Человек, имеющий горб
ГОРБАТЫЙ	Имеющий выгнутую дугообразную форму, напоминающую горб
ГОРБАТЫЙ	Имеющий неровности в виде возвышений, похожих по форме на горб
ГОРБАТЫЙ	врать, притворяться
ГОРБАТЫЙ	Человек А1 имеет неисправимые недостатки
ГОРБИТЬСЯ	Держать спину согнутой
ГОРБУША	Ценная промысловая тихоокеанская рыба, длиной около полуметра, весом около полутора килограммов, с очень мелкой серебристой чешуей и мясом красного цвета
ГОРБУША	Тушка или мясо горбуши, используемое для еды
ГОРДИТЬСЯ	Человек А1 испытывает приятное чувство, вызванное тем, что он, близкий ему человек или кто-то, к кому он имеет отношение, имеет или сделал очень хорошее А2, и тем, что из-за этого другие люди А3 будут хорошо думать об А1
ГОРДОСТЬ	Свойство человека А1, состоящее в том, что А1 сознает свою независимость от других людей и ценность в качестве члена группы А2 или в сфере А2 и избегает ситуаций, в которых могла бы проявиться его зависимость от других людей
ГОРДОСТЬ	Свойство человека А1, состоящее в том, что А1 слишком высоко ценит себя и, возможно, считает себя лучше других людей
ГОРДОСТЬ	Объект или человек, которым гордится лицо А1
ГОРДЫЙ	Такой, который хочет сам справляться со своими проблемами и не хочет обращаться с просьбами к другим людям и зависеть от воли других людей
ГОРДЫЙ	Испытывающий чувство, какое бывает, когда сам человек или кто-то, близкий ему, имеет или сделал хорошее А2, которое он считает ценным или трудным
ГОРДЫЙ	Такой, который выражает то, что субъект является гордым человеком или горд чем-л.
ГОРДЫЙ	Отражающий высокое мнение субъекта о себе
ГОРДЫЙ	название
ГОРДЫЙ	Такой, который, по мнению говорящего, имеет слишком высокое мнение о себе, из-за чего отказывается совершать какое-л. действие
ГОРЕ	Длительное тяжелое эмоциональное состояние человека А1, являющееся результатом того, что с ним или его близкими произошло что-то очень плохое, что невозможно исправить и что отрицательно влияет на всю его жизнь
ГОРЕ	Очень плохое событие в жизни человека А1, которое имеет важные отрицательные последствия для его жизни
ГОРЕ	говорящему приходится заниматься проблемами близкого ему неудачливого человека
ГОРЕ	неумелый, неудачливый человек
ГОРЕ	Человек А1 сделал что-то, что в дальнейшем приносит ему только неприятности
